time,C_20191017_001_p1a,C_20191017_001_p1b,C_20191017_002_p1a,C_20191017_002_p1b,C_20191017_004_p1a,C_20191017_004_p1b,C_20191017_004_p2a,C_20191017_004_p2b,C_20191017_004_p3a,C_20191017_004_p3b,C_20191017_004_p4a,C_20191017_004_p4b,C_20191017_005_p1a,C_20191017_005_p1b,C_20191017_005_p2a,C_20191017_005_p2b,C_20191017_005_p3a,C_20191017_005_p3b,C_20191017_005_p4a,C_20191017_005_p4b,C_20191017_005_p5a,C_20191017_005_p5b,C_20191018_002_p1a,C_20191018_002_p1b,C_20191018_002_p2a,C_20191018_002_p2b,C_20191018_003_p1a,C_20191018_003_p1b,C_20191018_003_p2a,C_20191018_003_p2b,C_20191018_006_p1a,C_20191018_006_p1b,C_20191018_009_p1a,C_20191018_009_p1b,C_20191018_009_p2a,C_20191018_009_p2b,C_20191018_011_p1a,C_20191018_011_p1b,C_20191018_013_p1a,C_20191018_013_p1b,C_20191018_015_p1a,C_20191018_015_p1b,C_20191031_004_p1a,C_20191031_004_p1b,C_20191031_004_p2a,C_20191031_004_p2b,C_20191031_008_p1a,C_20191031_008_p1b,C_20191031_009_p1a,C_20191031_009_p1b,C_20191031_011_p1a,C_20191031_011_p1b,C_20191031_012_p1a,C_20191031_012_p1b,C_20191031_012_p2a,C_20191031_012_p2b,C_20191031_013_p1a,C_20191031_013_p1b,C_20191031_013_p2a,C_20191031_013_p2b,C_20191031_013_p3a,C_20191031_013_p3b,C_20191031_017_p1a,C_20191031_017_p1b,C_20191031_017_p2a,C_20191031_017_p2b,C_20191031_017_p3a,C_20191031_017_p3b,S_20191010_002_P1a,S_20191010_002_P1b,S_20191010_002_P3a,S_20191010_002_P3b,S_20191010_005_p2a,S_20191010_005_p2b,S_20191010_005_p3a,S_20191010_005_p3b,S_20191010_005_p4a,S_20191010_005_p4b,S_20191010_006_p1a,S_20191010_006_p1b,S_20191010_006_p2a,S_20191010_006_p2b,S_20191010_006_p3a,S_20191010_006_p3b,S_20191010_009_p1a,S_20191010_009_p1b,S_20191010_009_p2a,S_20191010_009_p2b,S_20191010_012_p1a,S_20191010_012_p1b,S_20191010_012_p2a,S_20191010_012_p2b,S_20191010_013_p1a,S_20191010_013_p1b,S_20191010_013_p2a,S_20191010_013_p2b,S_20191010_013_p3a,S_20191010_013_p3b,S_20191010_013_p4a,S_20191010_013_p4b,S_20191010_013_p6a,S_20191010_013_p6b,S_20191011_003_p2a,S_20191011_003_p2b,S_20191011_004_p1a,S_20191011_004_p1b,S_20191011_004_p2a,S_20191011_004_p2b,S_20191011_004_p3a,S_20191011_004_p3b,S_20191011_004_p5a,S_20191011_004_p5b,S_20191011_004_p6a,S_20191011_004_p6b,S_20191011_006_p1a,S_20191011_006_p1b,S_20191011_006_p2a,S_20191011_006_p2b,S_20191011_006_p3a,S_20191011_006_p3b,S_20191011_006_p4a,S_20191011_006_p4b,S_20191011_006_p5a,S_20191011_006_p5b,S_20191107_002_p1a,S_20191107_002_p1b,S_20191107_002_p2a,S_20191107_002_p2b,S_20191107_002_p3a,S_20191107_002_p3b,S_20191107_003_p1a,S_20191107_003_p1b,S_20191107_003_p2a,S_20191107_003_p2b,S_20191107_003_p3a,S_20191107_003_p3b,S_20191107_003_p4a,S_20191107_003_p4b,S_20191107_005_p1a,S_20191107_005_p1b,S_20191107_005_p2a,S_20191107_005_p2b,S_20191107_007_p1a,S_20191107_007_p1b,S_20191107_007_p2a,S_20191107_007_p2b,S_20191107_007_p3a,S_20191107_007_p3b,S_20191107_008_p1a,S_20191107_008_p1b,S_20191107_009_p1a,S_20191107_009_p1b,S_20191107_009_p2a,S_20191107_009_p2b,S_20191107_009_p3a,S_20191107_009_p3b,S_20191107_009_p4a,S_20191107_009_p4b,S_20191107_010_p1a,S_20191107_010_p1b,S_20191107_010_p2a,S_20191107_010_p2b,S_20191107_010_p3a,S_20191107_010_p3b,S_20191107_011_p1a,S_20191107_011_p1b,S_20191107_011_p2a,S_20191107_011_p2b,S_20191107_012_p1a,S_20191107_012_p1b,S_20191107_012_p2a,S_20191107_012_p2b,S_20191107_012_p3a,S_20191107_012_p3b,S_20191107_014_p1a,S_20191107_014_p1b,S_20191107_014_p2a,S_20191107_014_p2b,S_20191107_015_p1a,S_20191107_015_p1b,S_20191107_015_p2a,S_20191107_015_p2b
321,,,,,,,,,,,,,4.160433271,5.103203896,,,,,,,,,9.05641927,10.11289775,,,,,,,,,,,,,,,,,,,7.243000621,5.978013048,,,,,,,,,7.956897008,6.964865038,6.483914867,5.254853471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.997439787,6.878121328,,,,,,,,,,,,,,,,,,,,,,,,,6.559013417,7.667764342,,,,,7.69260905,6.153089062,,,6.366113414,8.183067518,7.177721714,8.637451302,,,,,5.170380354,6.555321884,5.425909048,7.027432675,,,,,,,,,,
324,,,,,,,,,,,,,4.127539824,5.049218256,,,,,,,,,9.064466118,10.15134523,,,,,,,,,,,,,,,,,,,7.256234009,6.109039368,,,,,,,,,7.956588339,6.95425697,6.453108166,5.187473566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.053648569,6.96474156,,,,,,,,,,,,,,,,,,,,,,,,,6.555249805,7.665884554,,,,,7.76040057,6.158191942,,,6.349556835,8.228718795,7.087676982,8.601778537,,,,,5.259317922,6.586608611,5.524244745,7.123520548,,,,,,,,,,
327,,,,,,,,,,,,,4.073057819,4.979414022,,,,,,,,,9.104558254,10.26748509,,,,,,,,,,,,,,,,,,,7.229244636,6.165170882,,,,,,,,,7.874556813,6.91619151,6.379972806,5.049707417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12348961,7.063769603,,,,,,,,,,,,,,,,,,,,,,,,,6.590963511,7.699850648,,,,,7.819952493,6.267143528,,,6.393265989,8.250115757,6.905752747,8.502873044,,,,,5.173821218,6.5808134,5.546895799,7.118569028,,,,,,,,,,
330,,,,,,,,,,,,,4.006314141,4.944076961,,,,,,,,,9.122299052,10.36099903,,,,,,,,,,,,,,,,,,,7.250435711,6.217685502,,,,,,,,,7.904422623,6.926557947,6.281764879,4.972711534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.154209129,7.110307237,,,,,,,,,,,,,,,,,,,,,,,,,6.653252137,7.737856615,,,,,7.918171632,6.273927319,,,6.458275312,8.243996422,6.835096781,8.36586696,,,,,5.213055246,6.663251834,5.588214205,7.084457919,,,,,,,,,,
333,,,,,,,,,,,,,3.935449784,4.888085617,,,,,,,,,9.202214081,10.42025436,,,,,,,,,,,,,,,,,,,7.421868565,6.37278283,,,,,,,,,7.890060139,6.928786979,6.228894364,5.006159107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24011939,7.205980364,,,,,,,,,,,,,,,,,,,,,,,,,6.664070303,7.840136032,,,,,7.967833457,6.335275606,,,6.451985121,8.12748159,6.670988532,8.292368057,,,,,5.178908476,6.667833831,5.599529445,7.038238203,,,,,,,,,,
336,,,,,,,,,,,,,3.938179529,4.861560758,,,,,,,,,9.289246471,10.46625215,,,,,,,,,,,,,,,,,,,7.51386698,6.439048532,,,,,,,,,7.879679181,6.93564914,6.199008066,5.007237162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.252572351,7.247459762,,,,,,,,,,,,,,,,,,,,,,,,,6.807576441,7.924622452,,,,,8.02236156,6.398305557,,,6.501785985,8.005478437,6.614428471,8.195806855,,,,,5.107065792,6.684334297,5.606960317,7.008997931,,,,,,,,,,
339,,,,,,,,,,,,,4.054429306,4.889054101,,,,,,,,,9.31675759,10.36591839,,,,,,,,,,,,,,,,,,,7.802808789,6.530032236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.285766938,7.336820292,,,,,,,,,,,,,,,,,,,,,,,,,6.829014936,7.978948114,,,,,8.092343171,6.509261863,,,6.449840076,7.929862168,6.490347602,8.115544652,,,,,5.116674311,6.650356457,5.602600914,7.035313497,,,,,,,,,,
342,,,,,,,,,,,,,4.125581171,4.915095116,,,,,,,,,9.373052064,10.24598516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.393377902,7.448715124,,,,,,,,,,,,,,,,,,,,,,,,,6.863079484,8.007606696,,,,,8.225091003,6.624023928,,,6.469533832,7.882177935,6.476340016,8.118492717,,,,,5.194517302,6.671500131,5.511181362,7.052961364,,,,,,,,,,
345,,,,,,,,,,,,,4.235075678,5.04983168,,,,,,,,,9.399141929,10.17255543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.474460904,7.541121004,,,,,,,,,,,,,,,,,,,,,,,,,6.847217318,7.967817518,,,,,8.248213504,6.741008975,,,6.472907616,7.805829424,6.493852863,8.108962264,,,,,5.207689411,6.636414243,5.440448695,6.993159229,,,,,,,,,,
348,,,,,,,,,,,,,4.284570574,5.1973094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54920644,7.63346874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.335726723,6.806070819,,,6.403927701,7.720032448,6.550728967,8.099282437,,,,,5.314879961,6.731351499,5.335126053,6.994771905,,,,,,,,,,
351,,,,,,,,,,,,,4.334133016,5.327269188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.628359148,7.725854839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.330409894,6.833036221,,,6.266173474,7.596375254,6.603520955,8.095919528,,,,,5.278261077,6.662652925,5.259117131,6.979872348,,,,,,,,,,
354,,,,,,,,,,,,,4.46684777,5.474072433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65139865,7.635372944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.284662033,6.874020803,,,6.27719842,7.556913193,6.63912193,8.084987199,,,,,5.405746572,6.825500421,5.218214254,7.090440043,,,,,,,,,,
357,,,,,,,,,,,,,4.589771781,5.622692327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.710458256,7.51076574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1967887,6.956679237,,,6.204975181,7.487118805,6.609468133,8.091755805,,,,,5.26456171,6.74677649,5.080617384,6.982765355,,,,,,,,,,
360,,,,,,,,,,,,,4.655774909,5.735481497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.672834855,7.378782149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.133724915,6.933031444,,,6.141531568,7.398125776,6.691007174,8.18285482,,,,,5.258133224,6.746714163,5.124600472,6.96695694,,,,,,,,,,
363,,,,,,,,,,,,,4.781947825,5.793428087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.586700616,7.284531625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.140839576,6.848497645,,,6.027599356,7.351843374,6.708732518,8.146310699,,,,,5.289214025,6.81264009,5.174893719,6.99676511,,,,,,,,,,
366,,,,,,,,,,,,,4.858445019,5.834274248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442540182,7.227589155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10746477,6.833426154,,,5.975507342,7.32444817,6.796189668,8.239870145,,,,,5.244823734,6.803665262,5.118565131,6.899987029,,,,,,,,,,
369,,,,,,,,,,,,,4.876523762,5.683017244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.096453805,7.033473253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.20484747,6.804461037,,,5.851934125,7.280979124,6.797018758,8.271570649,,,,,5.238387634,6.780660292,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.851311391,6.839146146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.218057313,6.788913978,,,5.795503171,7.305773197,6.858955387,8.323642051,,,,,5.236945675,6.721553764,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.760284715,6.707096615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.303015416,6.80651482,,,5.692294616,7.253446353,6.797842967,8.374272147,,,,,5.258465365,6.749873851,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57057313,6.523628515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40679041,6.862106091,,,5.667195162,7.303995893,6.986968513,8.517242981,,,,,5.219031807,6.683101077,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.420361981,6.382418429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.502724505,6.948587482,,,5.6075895,7.350088503,6.84741411,8.559346354,,,,,5.221065504,6.665695238,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.247618222,6.272622498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.539446645,7.032656539,,,5.564414165,7.316807842,6.978029808,8.65849525,,,,,5.29528139,6.75824859,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17464221,6.207820954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.533392877,7.075411578,,,5.510229759,7.367881242,,,,,,,5.369708372,6.756147497,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.080328434,6.144977868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.506937463,7.252216351,,,5.49653318,7.381671152,,,,,,,5.441582215,6.804050558,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.896059334,6.029473111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.470161333,7.291531046,,,5.534344586,7.336854094,,,,,,,5.476454419,6.812208599,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.867628273,5.956075302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.323942155,7.166849866,,,5.540187091,7.323178818,,,,,,,5.463967881,6.853031592,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.905320071,5.965290018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.288008325,7.239653652,,,5.501190053,7.307395227,,,,,,,5.564795773,6.830069765,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.035485279,6.021669951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.316387918,7.209856725,,,,,,,,,,,5.536079208,6.86321856,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.175308783,6.043188976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.628570276,7.31102633,,,,,,,,,,,5.527484962,6.789418237,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3182232,6.162603346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.658316811,7.359600329,,,,,,,,,,,5.459441821,6.765971105,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.430762469,6.341652939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.856004121,7.479722455,,,,,,,,,,,5.578371178,6.895269393,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.585758767,6.485242632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.80518353,7.467803961,,,,,,,,,,,5.591742573,6.927864101,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.725497009,6.627942818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.199158929,7.489997864,,,,,,,,,,,5.581366589,6.939647037,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.877495045,6.795770744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.236754517,7.531827003,,,,,,,,,,,5.664130736,7.040910168,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02203371,6.896929824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.415817596,7.575,,,,,,,,,,,5.971344405,7.400769284,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.054945499,6.978047435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.413304839,7.465963434,,,,,,,,,,,5.806474404,7.251095641,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.119768786,7.040164345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.571623321,7.367557669,,,,,,,,,,,5.757919503,7.161925579,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.194649062,7.132113432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.667570532,7.363654324,,,,,,,,,,,5.765701432,7.184480844,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792764727,7.271810572,,,,,,,,,,,5.882481194,7.236908871,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.680292764,7.180816806,,,,,,,,,,,5.991488964,7.35771826,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.714250357,7.146707284,,,,,,,,,,,5.772451992,7.190474393,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.518774764,6.990883278,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.485805448,6.992830686,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.386103451,6.929406107,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.270148057,6.853276589,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
